,0
279,0.5743006993006993
280,0.5647840531561462
281,0.5555555555555556
282,0.5339055793991416
283,0.4864154250657318
284,0.4442446043165468
285,0.4883520276100086
286,0.45984112974404234
287,0.4913344887348354
288,0.49408783783783783
289,0.5218855218855218
290,0.5940959409594095
291,0.4355400696864111
292,0.4619289340101523
293,0.5248107653490328
294,0.4471111111111111
295,0.48157669237360756
296,0.4575273338940286
297,0.4482758620689655
298,0.4700342465753425
299,0.43142597638510444
300,0.5485762144053601
301,0.6604095563139932
302,0.4725
303,0.5411365564037319
304,0.5228215767634855
305,0.5642795513373597
306,0.48546255506607927
307,0.5043554006968641
308,0.45
309,0.7673841059602649
310,0.49373433583959897
311,0.5047454702329595
312,0.5054393305439331
313,0.4629005059021922
314,0.47408026755852845
315,0.4281891168599465
316,0.499546690843155
317,0.420746887966805
318,0.5092281879194631
319,0.523931623931624
320,0.5109797297297297
321,0.4361968306922435
322,0.44014732965009207
323,0.45797598627787306
324,0.4721254355400697
325,0.41852181656277826
326,0.3905109489051095
327,0.46924428822495606
328,0.4702329594477998
329,0.40463917525773196
330,0.4727427597955707
331,0.5068027210884354
332,0.49187339606501285
333,0.47491638795986624
334,0.49327354260089684
335,0.6130696474634566
336,0.46206896551724136
337,0.4439728353140917
338,0.48320413436692505
339,0.47877758913412566
340,0.5419847328244275
341,0.5251544571932921
342,0.507399577167019
343,0.5955819881053526
344,0.5727029438001784
345,0.4298642533936652
346,0.5705731394354149
347,0.5720375106564365
348,0.5110356536502547
349,0.4958061509785648
350,0.43591905564924116
351,0.4411764705882353
352,0.5012679628064244
353,0.5095435684647303
354,0.4318181818181818
355,0.45729537366548045
356,0.5203539823008849
357,0.4652777777777778
358,0.54673721340388
359,0.3766891891891892
360,0.456369982547993
361,0.4098639455782313
362,0.46362098138747887
363,0.47224523612261804
364,0.6099656357388317
365,0.5923404255319149
366,0.4450963956412406
367,0.6082910321489001
368,0.45500420521446594
369,0.42301038062283736
370,0.4523411371237458
371,0.4734133790737564
372,0.4896013864818024
373,0.43133802816901406
374,0.3296137339055794
375,0.5365217391304348
376,0.6658354114713217
377,0.7589359933499584
378,0.5941780821917808
379,0.4247460757156048
380,0.4462320067739204
381,0.42400690846286704
382,0.43602693602693604
383,0.4685908319185059
384,0.40858369098712444
385,0.5475382003395586
386,0.47717842323651455
387,0.4496253122398002
388,0.47833775419982316
389,0.5412457912457912
390,0.5880370682392586
391,0.6126279863481229
392,0.4156064461407973
393,0.4537671232876712
394,0.549496644295302
395,0.47513321492007105
396,0.5258855585831063
397,0.5375
398,0.5047536732929991
399,0.49372384937238495
400,0.4562446898895497
401,0.5524718126626192
402,0.48217317487266553
403,0.4704861111111111
404,0.46368159203980097
405,0.42600513259195893
406,0.7962489343563512
407,0.47267996530789247
408,0.5241666666666667
409,0.47843137254901963
410,0.5732031943212067
411,0.636899747262005
412,0.5945709281961471
413,0.5463121783876501
414,0.5300084530853761
415,0.7920792079207921
416,0.47807757166947723
417,0.44734625105307496
418,0.48484848484848486
419,0.5222984562607204
420,0.4085308056872038
421,0.4776902887139108
422,0.453781512605042
423,0.48261238337574214
424,0.5703905540417802
425,0.5235732009925558
426,0.47394957983193275
427,0.4913644214162349
428,0.5543386689132266
429,0.5574771108850458
430,0.6096451319381255
431,0.4607594936708861
432,0.40099833610648916
433,0.46141078838174276
434,0.514743049705139
435,0.5250417362270451
436,0.43583333333333335
437,0.44754653130287647
438,0.454469507101086
439,0.46778242677824267
440,0.4426086956521739
