565	6	1	1	 nan	 Passed	 nan	 table appeal from ruling of the chair	 MOTION QUESTION: TABLE APPEAL FROM RULING OF THE CHAIR										
566	6	1	1	 nan	 Passed	 nan	 Table appeal from ruling of the chair	 MOTION QUESTION: TABLE APPEAL FROM RULING OF THE CHAIR										
567	1	1	0	 HRES355	 Passed	 Waiving points of order against the conference report to accompany S.900; Financial Services Modernization Act	 On Agreeing to the Resolution	 H RES 355 QUESTION: ON AGREEING TO THE RESOLUTION WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT TO ACCOMPANY S.900; FINANCIAL SERVICES MODERNIZATION ACT										
568	1	1	0	 S900	 Passed	 Financial Services Modernization Act	 On Agreeing to the Conference Report	 S 900 QUESTION: ON AGREEING TO THE CONFERENCE REPORT FINANCIAL SERVICES MODERNIZATION ACT										
569	1	1	0	 HR3196	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3196 AUTHOR(S): YOUNG OF FLORIDA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FOREIGN OPERATIONS APPROPRIATIONS	 FY 2000									
570	1	1	0	 HR3196	 Passed	 Foreign Operations Appropriations	 FY 2000	 On Passage	 H R 3196 QUESTION: ON PASSAGE FOREIGN OPERATIONS APPROPRIATIONS	 FY 2000								
571	1	1	0	 HR3075	 Passed	 Medicare	 Medicaid	 and SCHIP Balanced Budget Refinement Act	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 3075 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED MEDICARE	 MEDICAID	 AND SCHIP BALANCED BUDGET REFINEMENT ACT				
572	1	1	0	 HRES94	 Passed	 Recognizing the Generous Contribution Made by Each Living Person Who Has Donated a Kidney to Save a Life	 On Motion to Suspend the Rules and Agree	 H RES 94 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE RECOGNIZING THE GENEROUS CONTRIBUTION MADE BY EACH LIVING PERSON WHO HAS DONATED A KIDNEY TO SAVE A LIFE										
573	1	1	0	 HR2904	 Passed	 Reauthorize Funding for the Office of Government Ethics	 On Motion to Suspend the Rules and Pass	 as Amended	 H R 2904 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED REAUTHORIZE FUNDING FOR THE OFFICE OF GOVERNMENT ETHICS								
574	1	1	0	 HRES344	 Passed	 Recognizing and Honoring Payne Stewart and Extending Condolences to His Family and the Families of Those Who Died With Him	 On Motion to Suspend the Rules and Agree	 H RES 344 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE RECOGNIZING AND HONORING PAYNE STEWART AND EXTENDING CONDOLENCES TO HIS FAMILY AND THE FAMILIES OF THOSE WHO DIED WITH HIM										
575	1	1	0	 HR1714	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1714 AUTHOR(S): INSLEE OF WASHINGTON AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ELECTRONIC SIGNATURES IN GLOBAL AND NATIONAL COMMERCE ACT										
576	1	6	1	 HR1714	 Failed	 nan	 On Agreeing to the Amendment	 H R 1714 AUTHOR(S): DINGELL OF MICHIGAN AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT ELECTRONIC SIGNATURES IN GLOBAL AND NATIONAL COMMERCE ACT										
577	1	1	0	 HR1714	 Passed	 Electronic Signatures in Global and National Commerce Act	 On Passage	 H R 1714 QUESTION: ON PASSAGE ELECTRONIC SIGNATURES IN GLOBAL AND NATIONAL COMMERCE ACT										
578	1	1	0	 HCONRES223	 Passed	 Expressing the sense of the Congress regarding Freedom Day	 Suspend the rules and agree	 H CON RES 223 QUESTION: SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE CONGRESS REGARDING FREEDOM DAY										
579	1	1	0	 HR1554	 Passed	 Satellite Copyright	 Competition	 and Consumer Protection Act	 Suspend Rules Agree to Conference Report	 H R 1554 QUESTION: SUSPEND RULES AGREE TO CONFERENCE REPORT SATELLITE COPYRIGHT	 COMPETITION	 AND CONSUMER PROTECTION ACT						
580	6	1	1	 HRES367	 Passed	 Providing for consideration of H.R. 3073; Fathers Count Act of 1999	 On Agreeing to the Resolution	 H RES 367 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 3073; FATHERS COUNT ACT OF 1999										
581	1	6	1	 HR3073	 Failed	 nan	 On Agreeing to the Amendment	 H R 3073 AUTHOR(S): MINK OF HAWAII AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FATHERS COUNT ACT OF 1999										
582	1	6	1	 HR3073	 Failed	 nan	 On Agreeing to the Amendment	 H R 3073 AUTHOR(S): EDWARDS OF TEXAS AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT FATHERS COUNT ACT OF 1999										
583	1	6	1	 HR3073	 Failed	 Fathers Count Act of 1999	 On Motion to Recommit with Instructions	 H R 3073 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS FATHERS COUNT ACT OF 1999										
584	1	1	0	 HR3073	 Passed	 Fathers Count Act of 1999	 On Passage	 H R 3073 QUESTION: ON PASSAGE FATHERS COUNT ACT OF 1999										
585	1	1	0	 HR3257	 Passed	 State Flexibility Clarification Act	 Suspend the rules and pass	 as amended	 H R 3257 QUESTION: SUSPEND THE RULES AND PASS	 AS AMENDED STATE FLEXIBILITY CLARIFICATION ACT								
586	1	1	0	 HCONRES222	 Passed	 Condemning the assassination of Armenian Prime Minister Vazgen Sargsian and other officials of the Armenian Government	 Suspend the rules and agree	 H CON RES 222 QUESTION: SUSPEND THE RULES AND AGREE CONDEMNING THE ASSASSINATION OF ARMENIAN PRIME MINISTER VAZGEN SARGSIAN AND OTHER OFFICIALS OF THE ARMENIAN GOVERNMENT										
587	1	1	0	 HCONRES211	 Passed	 Expressing the strong support of the Congress for the recently concluded elections in the Republic of India	 Suspend the rules and agree	 H CON RES 211 QUESTION: SUSPEND THE RULES AND AGREE EXPRESSING THE STRONG SUPPORT OF THE CONGRESS FOR THE RECENTLY CONCLUDED ELECTIONS IN THE REPUBLIC OF INDIA										
588	6	1	1	 HRES374	 Passed	 Providing for Consideration of Motions to Suspend the Rules	 On Agreeing to the Resolution	 H RES 374 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES										
589	1	1	0	 HRES169	 Passed	 Expressing the sense of the House of Representatives with respect to democracy	 free elections	 and human rights in the Lao People’s Democratic Republic.	 Suspend the Rules and Agree	 as Amended	 H RES 169 QUESTION: SUSPEND THE RULES AND AGREE	 AS AMENDED EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES WITH RESPECT TO DEMOCRACY	 FREE ELECTIONS	 AND HUMAN RIGHTS IN THE LAO PEOPLE'S DEMOCRATIC REPUBLIC.				
590	1	1	0	 HCONRES165	 Passed	 Expressing United States policy toward the Slovak Republic	 On Motion to Suspend the Rules and Agree	 H CON RES 165 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING UNITED STATES POLICY TOWARD THE SLOVAK REPUBLIC										
591	1	1	0	 HCONRES206	 Passed	 Expressing grave concern regarding armed conflict in the North Caucasus region of the Russian Federation.	 Suspend the Rules and Agree	 as Amended	 H CON RES 206 QUESTION: SUSPEND THE RULES AND AGREE	 AS AMENDED EXPRESSING GRAVE CONCERN REGARDING ARMED CONFLICT IN THE NORTH CAUCASUS REGION OF THE RUSSIAN FEDERATION.								
592	1	1	0	 HRES325	 Passed	 Expressing the sense of the House of Representatives regarding the importance of increased support and funding to combat diabetes.	 On Motion to Suspend the Rules and Agree	 H RES 325 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES REGARDING THE IMPORTANCE OF INCREASED SUPPORT AND FUNDING TO COMBAT DIABETES.										
593	6	6	0	 HR2336	 Failed	 United States Marshals Service Improvement Act of 1999	 Suspend the rules and pass	 as amended	 H R 2336 QUESTION: SUSPEND THE RULES AND PASS	 AS AMENDED UNITED STATES MARSHALS SERVICE IMPROVEMENT ACT OF 1999								
594	1	1	0	 HJRES80	 Passed	 Making further continuing appropriations for FY 2000	 On Passage	 H J RES 80 QUESTION: ON PASSAGE MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 2000										
595	6	6	0	 S440	 Failed	 To provide support for certain institutes and schools.	 Suspend the Rules and Pass	 S 440 QUESTION: SUSPEND THE RULES AND PASS TO PROVIDE SUPPORT FOR CERTAIN INSTITUTES AND SCHOOLS.										
596	6	6	0	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
597	1	1	0	 HRES385	 Passed	 Providing for consideration of H.J. Res 82; making further continuing appropriations for FY 2000	 On Ordering the Previous Question	 H RES 385 QUESTION: ON ORDERING THE PREVIOUS QUESTION PROVIDING FOR CONSIDERATION OF H.J. RES 82; MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 2000										
598	1	1	0	 HRES385	 Passed	 Providing for consideration of H.J. Res 82; making further continuing appropriations for FY 2000	 Table Motion to Reconsider	 H RES 385 QUESTION: TABLE MOTION TO RECONSIDER PROVIDING FOR CONSIDERATION OF H.J. RES 82; MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 2000										
599	1	1	0	 HRES385	 Passed	 Providing for consideration of H.J. Res 82; making further continuing appropriations for FY 2000	 On Agreeing to the Resolution	 H RES 385 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.J. RES 82; MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 2000										
600	6	1	1	 nan	 Passed	 Providing for consideration of H.J. Res 82; making further continuing appropriations for FY 2000	 Table Motion to Reconsider	 MOTION QUESTION: TABLE MOTION TO RECONSIDER PROVIDING FOR CONSIDERATION OF H.J. RES 82; MAKING FURTHER CONTINUING APPROPRIATIONS FOR FY 2000										
601	6	6	0	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
602	6	6	0	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
603	6	6	0	 nan	 Failed	 nan	 On Motion to Adjourn	 ADJOURN QUESTION: ON MOTION TO ADJOURN										
604	6	6	0	 HJRES82	 Failed	 Making further continuing appropriations for F.Y. 2000	 On Motion to Recommit	 H J RES 82 QUESTION: ON MOTION TO RECOMMIT MAKING FURTHER CONTINUING APPROPRIATIONS FOR F.Y. 2000										
605	1	1	0	 HJRES82	 Passed	 Making further continuing appropriations for F.Y. 2000	 On Passage	 H J RES 82 QUESTION: ON PASSAGE MAKING FURTHER CONTINUING APPROPRIATIONS FOR F.Y. 2000										
606	6	1	1	 HRES386	 Passed	 Waiving points of order against the conference report on H.R. 3194	 D.C. Appropriations	 FY 2000	 On Agreeing to the Resolution	 H RES 386 QUESTION: ON AGREEING TO THE RESOLUTION WAIVING POINTS OF ORDER AGAINST THE CONFERENCE REPORT ON H.R. 3194	 D.C. APPROPRIATIONS	 FY 2000						
607	1	6	1	 HR3194	 Failed	 District of Columbia Appropriations Act	2000	 On Motion to Recommit Conference Report	 H R 3194 QUESTION: ON MOTION TO RECOMMIT CONFERENCE REPORT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000								
608	1	1	0	 HR3194	 Passed	 District of Columbia Appropriations Act	2000	 On Agreeing to the Conference Report	 H R 3194 QUESTION: ON AGREEING TO THE CONFERENCE REPORT DISTRICT OF COLUMBIA APPROPRIATIONS ACT	2000								
609	1	1	0	 HR1180	 Passed	 Ticket to Work and Work Incentives Improvement Act	 On Agreeing to the Conference Report	 H R 1180 QUESTION: ON AGREEING TO THE CONFERENCE REPORT TICKET TO WORK AND WORK INCENTIVES IMPROVEMENT ACT										
610	1	1	0	 HCONRES244	 Passed	 Authorizing the Use of the Rotunda for Holocaust Memorial	 Suspend the Rules and Agree	 H CON RES 244 QUESTION: SUSPEND THE RULES AND AGREE AUTHORIZING THE USE OF THE ROTUNDA FOR HOLOCAUST MEMORIAL										
611	1	1	0	 HR2130	 Passed	 Hillory J. Farias and Samantha Reid Date-Rape Prevention Drug Act of 1999	 Suspend the Rules and Agree to Senate Amendments	 H R 2130 QUESTION: SUSPEND THE RULES AND AGREE TO SENATE AMENDMENTS HILLORY J. FARIAS AND SAMANTHA REID DATE-RAPE PREVENTION DRUG ACT OF 1999										
612	1	1	0	 HR764	 Passed	 Child Abuse Prevention and Enforcement Act	 Suspend the Rules and Agree to Senate Amendment	 H R 764 QUESTION: SUSPEND THE RULES AND AGREE TO SENATE AMENDMENT CHILD ABUSE PREVENTION AND ENFORCEMENT ACT										
613	1	1	0	 HR1838	 Passed	 Taiwan Security Enhancement Act	 On Passage	 H R 1838 QUESTION: ON PASSAGE TAIWAN SECURITY ENHANCEMENT ACT										
614	1	6	1	 HR2990	 Passed	 Bipartisan Consensus Managed Care Improvement Act of 1999	 On Motion to Instruct Conferees	 H R 2990 QUESTION: ON MOTION TO INSTRUCT CONFEREES BIPARTISAN CONSENSUS MANAGED CARE IMPROVEMENT ACT OF 1999										
615	6	1	1	 HR2005	 Passed	 Workplace Goods Job Growth and Competitiveness Act of 1999	 On Passage	 H R 2005 QUESTION: ON PASSAGE WORKPLACE GOODS JOB GROWTH AND COMPETITIVENESS ACT OF 1999										
616	1	1	0	 HR1451	 Passed	 Abraham Lincoln Bicentennial Commission Act	 Suspend the Rules and Agree to Senate Amendment	 H R 1451 QUESTION: SUSPEND THE RULES AND AGREE TO SENATE AMENDMENT ABRAHAM LINCOLN BICENTENNIAL COMMISSION ACT										
617	1	1	0	 S632	 Passed	 Poison Control Center Enhancement and Awareness Act	 On Motion to Suspend the Rules and Pass	 S 632 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS POISON CONTROL CENTER ENHANCEMENT AND AWARENESS ACT										
618	1	1	0	 HRES418	 Passed	 Expressing the Condolences of the House on the Death of the Honorable Carl B. Albert	 On Agreeing to the Resolution	 H RES 418 QUESTION: ON AGREEING TO THE RESOLUTION EXPRESSING THE CONDOLENCES OF THE HOUSE ON THE DEATH OF THE HONORABLE CARL B. ALBERT										
619	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
620	6	1	1	 HRES419	 Passed	 Providing for consideration of H.R. 6; Marriage Tax Penalty Relief Act of 2000	 On Agreeing to the Resolution	 H RES 419 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 6; MARRIAGE TAX PENALTY RELIEF ACT OF 2000										
621	1	6	1	 HR6	 Failed	 nan	 On Agreeing to the Amendment	 H R 6 AUTHOR(S): RANGEL OF NEW YORK SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT MARRIAGE TAX PENALTY RELIEF ACT OF 2000										
622	1	6	1	 HR6	 Failed	 Marriage Tax Penalty Relief Act of 2000	 On Motion to Recommit with Instructions	 H R 6 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS MARRIAGE TAX PENALTY RELIEF ACT OF 2000										
623	6	1	1	 HR6	 Passed	 Marriage Tax Penalty Relief Act of 2000	 On Passage	 H R 6 QUESTION: ON PASSAGE MARRIAGE TAX PENALTY RELIEF ACT OF 2000										
624	1	1	0	 HCONRES247	 Passed	 Expressing the sense of Congress regarding the importance of organ	 tissue	 bone marrow	 and blood donation and supporting National Donor Day.	 Suspend the Rules and Agree	 H CON RES 247 QUESTION: SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF CONGRESS REGARDING THE IMPORTANCE OF ORGAN	 TISSUE	 BONE MARROW	 AND BLOOD DONATION AND SUPPORTING NATIONAL DONOR DAY.				
625	1	1	0	 HCONRES76	 Passed	 Recognizing the social problem of child abuse and neglect	 and supporting efforts to enhance public awareness of it	 Suspend the rules and agree	 H CON RES 76 QUESTION: SUSPEND THE RULES AND AGREE RECOGNIZING THE SOCIAL PROBLEM OF CHILD ABUSE AND NEGLECT	 AND SUPPORTING EFFORTS TO ENHANCE PUBLIC AWARENESS OF IT								
626	1	1	0	 HR3557	 Passed	 To award a Congressional gold medal to John Cardinal O’Connor	 Archbishop of New York	 Suspend the Rules and Pass	 H R 3557 QUESTION: SUSPEND THE RULES AND PASS TO AWARD A CONGRESSIONAL GOLD MEDAL TO JOHN CARDINAL O'CONNOR	 ARCHBISHOP OF NEW YORK								
627	1	1	0	 HR3642	 Passed	 To authorize the President to award a gold medal on behalf of the Congress to Charles M. Schulz in recognition of his lasting artistic contributions	 Suspend the Rules and Pass	 H R 3642 QUESTION: SUSPEND THE RULES AND PASS TO AUTHORIZE THE PRESIDENT TO AWARD A GOLD MEDAL ON BEHALF OF THE CONGRESS TO CHARLES M. SCHULZ IN RECOGNITION OF HIS LASTING ARTISTIC CONTRIBUTIONS										
628	1	1	0	 HR3201	 Passed	 Carter G. Woodson Home National Historic Site Study Act	 On Motion to Suspend the Rules and Pass	 H R 3201 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS CARTER G. WOODSON HOME NATIONAL HISTORIC SITE STUDY ACT										
629	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
630	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
631	6	1	1	 HRES423	 Passed	 Providing for consideration of H.R. 2366; Small Business Liability Reform Act of 2000	 On Agreeing to the Resolution	 H RES 423 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 2366; SMALL BUSINESS LIABILITY REFORM ACT OF 2000										
632	1	6	1	 HR2366	 Failed	 nan	 On Agreeing to the Amendment	 H R 2366 AUTHOR(S): CONYERS OF MICHIGAN AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT SMALL BUSINESS LIABILITY REFORM ACT OF 2000										
633	6	1	1	 HR2366	 Passed	 Small Business Liability Reform Act of 2000	 On Passage	 H R 2366 QUESTION: ON PASSAGE SMALL BUSINESS LIABILITY REFORM ACT OF 2000										
634	1	1	0	 S613	 Passed	 Indian Tribal Economic Development and Contract Encouragement Act	 On Motion to Suspend the Rules and Pass	 S 613 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS INDIAN TRIBAL ECONOMIC DEVELOPMENT AND CONTRACT ENCOURAGEMENT ACT										
635	1	1	0	 HR5	 Passed	 Senior Citizens’ Freedom to Work Act	 On Passage	 H R 5 QUESTION: ON PASSAGE SENIOR CITIZENS' FREEDOM TO WORK ACT										
636	1	1	0	 HR1883	 Passed	 Iran Nonproliferation Act	 On agreeing to the Senate amendments	 H R 1883 QUESTION: ON AGREEING TO THE SENATE AMENDMENTS IRAN NONPROLIFERATION ACT										
637	1	1	0	 HR1827	 Passed	 Government Waste Corrections Act	 On Passage	 H R 1827 QUESTION: ON PASSAGE GOVERNMENT WASTE CORRECTIONS ACT										
638	1	1	0	 HR2952	 Passed	 To redesignate the Facility of the U.S. Postal Service in Greenville	 South Carolina as the Keith D. Oglesby Station	 Suspend the rules and pass	 H R 2952 QUESTION: SUSPEND THE RULES AND PASS TO REDESIGNATE THE FACILITY OF THE U.S. POSTAL SERVICE IN GREENVILLE	 SOUTH CAROLINA AS THE KEITH D. OGLESBY STATION								
639	1	1	0	 HR3018	 Passed	 To designate the U.S. Postal Office in Charleston	 South Carolina as the Marybelle H. Howe Post Office	 Suspend the rules and pass	 as amended	 H R 3018 QUESTION: SUSPEND THE RULES AND PASS	 AS AMENDED TO DESIGNATE THE U.S. POSTAL OFFICE IN CHARLESTON	 SOUTH CAROLINA AS THE MARYBELLE H. HOWE POST OFFICE						
640	1	1	0	 SCONRES91	 Passed	 Whereas the United States had never recognized the forcible incorporation of the Baltic states of Estonia	 Latvia	 and Lithuania into the former Soviet Union	 Suspend the rules and agree	 S CON RES 91 QUESTION: SUSPEND THE RULES AND AGREE WHEREAS THE UNITED STATES HAD NEVER RECOGNIZED THE FORCIBLE INCORPORATION OF THE BALTIC STATES OF ESTONIA	 LATVIA	 AND LITHUANIA INTO THE FORMER SOVIET UNION						
641	1	1	0	 HJRES86	 Passed	 Recognizing the 50th Anniversary of the Korean War and the Service by Members of the Armed Forces	 On Motion to Suspend the Rules and Pass	 as Amended	 H J RES 86 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS	 AS AMENDED RECOGNIZING THE 50TH ANNIVERSARY OF THE KOREAN WAR AND THE SERVICE BY  MEMBERS OF THE ARMED FORCES								
642	1	1	0	 HRES433	 Passed	 Providing for consideration of H.R. 1695; to provide for the conveyance of certain Federal public lands in the Ivanpah Valley	 Nevada	 On Agreeing to the Resolution	 H RES 433 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 1695; TO PROVIDE FOR THE CONVEYANCE OF CERTAIN FEDERAL PUBLIC LANDS IN THE IVANPAH VALLEY	 NEVADA								
643	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
644	1	1	0	 HR1695	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 1695 AUTHOR(S): HANSEN OF UTAH AMENDMENTS (EN BLOC) QUESTION: ON AGREEING TO THE AMENDMENT IVANPAH VALLEY AIRPORT PUBLIC LANDS TRANSFER ACT										
645	1	1	0	 HR1695	 Passed	 Ivanpah Valley Airport Public Lands Transfer Act	 On Passage	 H R 1695 QUESTION: ON PASSAGE IVANPAH VALLEY AIRPORT PUBLIC LANDS TRANSFER ACT										
646	6	1	1	 HRES434	 Passed	 Providing for the consideration of H.R. 3081 and H.R. 3846	 On Ordering Previous Question on Resolution as Amended	 H RES 434 QUESTION: ON ORDERING PREVIOUS QUESTION ON RESOLUTION AS AMENDED PROVIDING FOR THE CONSIDERATION OF H.R. 3081 AND H.R. 3846										
647	6	1	1	 HRES434	 Passed	 Providing for the consideration of H.R. 3081 and H.R. 3846	 On Agreeing to the Resolution as Amended	 H RES 434 QUESTION: ON AGREEING TO THE RESOLUTION AS AMENDED PROVIDING FOR THE CONSIDERATION OF H.R. 3081 AND H.R. 3846										
648	1	6	1	 HR3081	 Failed	 Wage and Employment Growth Act	 On Motion to Recommit with Instructions	 H R 3081 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS WAGE AND EMPLOYMENT GROWTH ACT										
649	6	1	1	 HR3081	 Passed	 Wage and Employment Growth Act	 On Passage	 H R 3081 QUESTION: ON PASSAGE WAGE AND EMPLOYMENT GROWTH ACT										
650	1	6	1	 HR3846	 Passed	 To Amend the Fair Labor Standards Act of 1938 to Increase the Minimum Wage	 and for other purposes	 Will The House Now Consider The Bill	 H R 3846 QUESTION: WILL THE HOUSE NOW CONSIDER THE BILL TO AMEND THE FAIR LABOR STANDARDS ACT OF 1938 TO INCREASE THE MINIMUM WAGE	 AND FOR OTHER PURPOSES								
651	1	6	1	 HR3846	 Agreed to	 nan	 On Agreeing to the Amendment	 H R 3846 AUTHOR(S): TRAFICANT OF OHIO AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT TO AMEND THE FAIR LABOR STANDARDS ACT OF 1938 TO INCREASE THE MINIMUM WAGE	 AND FOR OTHER PURPOSES									
652	1	6	1	 HR3846	 Failed	 To Amend the Fair Labor Standards Act of 1938 to Increase the Minimum Wage	 and for other purposes	 On Motion to Recommit with Instructions	 H R 3846 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS TO AMEND THE FAIR LABOR STANDARDS ACT OF 1938 TO INCREASE THE MINIMUM WAGE	 AND FOR OTHER PURPOSES								
653	1	6	1	 HR3846	 Passed	 To Amend the Fair Labor Standards Act of 1938 to Increase the Minimum Wage	 and for other purposes	 On Passage	 H R 3846 QUESTION: ON PASSAGE TO AMEND THE FAIR LABOR STANDARDS ACT OF 1938 TO INCREASE THE MINIMUM WAGE	 AND FOR OTHER PURPOSES								
654	1	1	0	 HR3699	 Passed	 Designating the Joel T. Broyhill Post Office Building	 On Motion to Suspend the Rules and Pass	 H R 3699 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DESIGNATING THE JOEL T. BROYHILL POST OFFICE BUILDING										
655	1	1	0	 HR3701	 Passed	 Designating the Joseph L. Fisher Post Office Building	 On Motion to Suspend the Rules and Pass	 H R 3701 QUESTION: ON MOTION TO SUSPEND THE RULES AND PASS DESIGNATING THE JOSEPH L. FISHER POST OFFICE BUILDING										
656	1	1	0	 HR1000	 Passed	 Wendell H. Ford Aviation Investment and Reform Act for the 21st Century	 On Agreeing to the Conference Report	 H R 1000 QUESTION: ON AGREEING TO THE CONFERENCE REPORT WENDELL H. FORD AVIATION INVESTMENT AND REFORM ACT FOR THE 21ST CENTURY										
657	1	1	0	 HR3843	 Passed	 Small Business Authorization Act	 On Passage	 H R 3843 QUESTION: ON PASSAGE SMALL BUSINESS AUTHORIZATION ACT										
658	1	6	1	 HR1501	 Passed	 Juvenile Justice Reform Act	 On Motion to Instruct Conferees	 H R 1501 QUESTION: ON MOTION TO INSTRUCT CONFEREES JUVENILE JUSTICE REFORM ACT										
659	6	1	1	 HRES441	 Passed	 Providing for consideration of H.R. 2372; Private Property Rights Implementation Act of 2000	 On Agreeing to the Resolution	 H RES 441 QUESTION: ON AGREEING TO THE RESOLUTION PROVIDING FOR CONSIDERATION OF H.R. 2372; PRIVATE PROPERTY RIGHTS IMPLEMENTATION ACT OF 2000										
660	1	6	1	 HR2372	 Failed	 nan	 On Agreeing to the Amendment	 H R 2372 AUTHOR(S): WATT OF NORTH CAROLINA AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT PRIVATE PROPERTY RIGHTS IMPLEMENTATION ACT OF 2000										
661	1	6	1	 HR2372	 Failed	 nan	 On Agreeing to the Amendment	 H R 2372 AUTHOR(S): BOEHLERT OF NEW YORK SUBSTITUTE AMENDMENT QUESTION: ON AGREEING TO THE AMENDMENT PRIVATE PROPERTY RIGHTS IMPLEMENTATION ACT OF 2000										
662	1	6	1	 HR2372	 Failed	 Private Property Rights Implementation Act of 2000	 On Motion to Recommit with Instructions	 H R 2372 QUESTION: ON MOTION TO RECOMMIT WITH INSTRUCTIONS PRIVATE PROPERTY RIGHTS IMPLEMENTATION ACT OF 2000										
663	6	1	1	 HR2372	 Passed	 Private Property Rights Implementation Act of 2000	 On Passage	 H R 2372 QUESTION: ON PASSAGE PRIVATE PROPERTY RIGHTS IMPLEMENTATION ACT OF 2000										
664	1	1	0	 HCONRES288	 Passed	 Recognizing the importance of families and children in the United States and expressing support for the goals and ideas of National Family Day	 On Motion to Suspend the rules and Agree	 H CON RES 288 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE RECOGNIZING THE IMPORTANCE OF FAMILIES AND CHILDREN IN THE UNITED STATES AND EXPRESSING SUPPORT FOR THE GOALS AND IDEAS OF NATIONAL FAMILY DAY										
665	1	1	0	 HRES182	 Passed	 Expressing the sense of the House of Representatives that the National Park Service should take full advantage of support services offered by the Department of Defense	 On Motion to Suspend the Rules and Agree	 H RES 182 QUESTION: ON MOTION TO SUSPEND THE RULES AND AGREE EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT THE NATIONAL PARK SERVICE SHOULD TAKE FULL ADVANTAGE OF SUPPORT SERVICES OFFERED BY THE DEPARTMENT OF DEFENSE										
666	1	1	0	 nan	 Passed	 nan	 On Approving the Journal	 JOURNAL QUESTION: ON APPROVING THE JOURNAL										
