year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version
1986,Florida,FL,12,59,43,US House,13,gen,FALSE,FALSE,Addison S. Gilbert III,democrat,FALSE,total,62709,250555,FALSE,20200424
1986,Florida,FL,12,59,43,US House,14,gen,FALSE,FALSE,Dan Mica,democrat,FALSE,total,171976,233165,FALSE,20200424
1986,Florida,FL,12,59,43,US House,16,gen,FALSE,FALSE,Larry Smith,democrat,FALSE,total,121219,174028,FALSE,20200424
1986,Florida,FL,12,59,43,US House,17,gen,FALSE,FALSE,William Lehman,democrat,FALSE,total,1,1,FALSE,20200424
1986,Florida,FL,12,59,43,US House,18,gen,FALSE,FALSE,Claude Pepper,democrat,FALSE,total,80062,108876,FALSE,20200424
1986,Florida,FL,12,59,43,US House,19,gen,FALSE,FALSE,Dante B. Fascell,democrat,FALSE,total,99215,143678,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,1,gen,FALSE,FALSE,Lindsay Thomas,democrat,FALSE,total,69440,69442,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,2,gen,FALSE,FALSE,Charles Hatcher,democrat,FALSE,total,72482,72490,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,3,gen,FALSE,FALSE,Richard Ray,democrat,FALSE,total,75850,76062,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,4,gen,FALSE,FALSE,Ben Jones,democrat,FALSE,total,75892,162266,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,5,gen,FALSE,FALSE,John Lewis,democrat,FALSE,total,93229,123800,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,6,gen,FALSE,FALSE,Crandle Bray,democrat,FALSE,total,51352,126941,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,7,gen,FALSE,FALSE,George (Buddy) Darden,democrat,FALSE,total,88636,133534,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,8,gen,FALSE,FALSE,J. Roy Rowland,democrat,FALSE,total,82254,95206,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,9,gen,FALSE,FALSE,Ed Jenkins,democrat,FALSE,total,84303,84320,FALSE,20200424
1986,Georgia,GA,13,58,44,US House,10,gen,FALSE,FALSE,Doug Barnard Jr.,democrat,FALSE,total,79548,118267,FALSE,20200424
1986,Hawaii,HI,15,95,82,US House,1,gen,FALSE,FALSE,Mufi Hannemann,democrat,FALSE,total,63061,168377,FALSE,20200424
1986,Hawaii,HI,15,95,82,US House,2,gen,FALSE,FALSE,Daniel K. Akaka,democrat,FALSE,total,123830,162819,FALSE,20200424
1986,Idaho,ID,16,82,63,US House,1,gen,FALSE,FALSE,Bill Currie,democrat,FALSE,total,59723,185124,FALSE,20200424
1986,Idaho,ID,16,82,63,US House,2,gen,FALSE,FALSE,Richard Stallings,democrat,FALSE,total,103035,189563,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,1,gen,FALSE,FALSE,Charles A. Hayes,democrat,FALSE,total,122376,126948,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,2,gen,FALSE,FALSE,Gus Savage,democrat,FALSE,total,99268,118417,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,3,gen,FALSE,FALSE,Martin A. Russo,democrat,FALSE,total,102949,155567,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,4,gen,FALSE,FALSE,Shawn Collins,democrat,FALSE,total,57773,119356,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,5,gen,FALSE,FALSE,William O. Lipinski,democrat,FALSE,total,82466,117204,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,6,gen,FALSE,FALSE,Robert H. Renshaw,democrat,FALSE,total,32064,130260,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,7,gen,FALSE,FALSE,Cardiss Collins,democrat,FALSE,total,90761,113164,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,8,gen,FALSE,FALSE,Dan Rostenkowski,democrat,FALSE,total,82873,105256,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,9,gen,FALSE,FALSE,Sidney R. Yates,democrat,FALSE,total,92738,129453,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,10,gen,FALSE,FALSE,Robert A. Cleland,democrat,FALSE,total,28990,116520,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,11,gen,FALSE,FALSE,Frank Annunzio,democrat,FALSE,total,106970,151311,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,12,gen,FALSE,FALSE,John A. Leonardi,democrat,FALSE,total,25536,114580,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,13,gen,FALSE,FALSE,Dominick J. Jeffrey,democrat,FALSE,total,38874,146101,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,14,gen,FALSE,FALSE,Mary Lou Kearns,democrat,FALSE,total,70293,147581,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,16,gen,FALSE,FALSE,Kenneth F. Bohnsack,democrat,FALSE,total,46087,139069,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,17,gen,FALSE,FALSE,Lane Evans,democrat,FALSE,total,85442,153543,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,18,gen,FALSE,FALSE,Jim Dawson,democrat,FALSE,total,56331,150639,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,19,gen,FALSE,FALSE,Terry L. Bruce,democrat,FALSE,total,111105,167291,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,20,gen,FALSE,FALSE,Richard J. Durbin,democrat,FALSE,total,126556,185847,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,21,gen,FALSE,FALSE,Melvin Price,democrat,FALSE,total,65722,130501,FALSE,20200424
1986,Illinois,IL,17,33,21,US House,22,gen,FALSE,FALSE,Kenneth J. Gray,democrat,FALSE,total,97585,183318,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,1,gen,FALSE,FALSE,Peter J. Visclosky,democrat,FALSE,total,86983,118441,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,2,gen,FALSE,FALSE,Philip R. Sharp,democrat,FALSE,total,102456,165625,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,3,gen,FALSE,FALSE,Thomas W. Ward,democrat,FALSE,total,75932,152509,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,4,gen,FALSE,FALSE,Gregory Alan Scher,democrat,FALSE,total,43105,143572,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,5,gen,FALSE,FALSE,James Jontz,democrat,FALSE,total,80772,157006,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,6,gen,FALSE,FALSE,Thomas F. McKenna,democrat,FALSE,total,53431,173165,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,7,gen,FALSE,FALSE,L. Eugene Smith,democrat,FALSE,total,49675,157163,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,8,gen,FALSE,FALSE,Frank McCloskey,democrat,FALSE,total,106662,201157,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,9,gen,FALSE,FALSE,Lee H. Hamilton,democrat,FALSE,total,120586,167703,FALSE,20200424
1986,Indiana,IN,18,32,22,US House,10,gen,FALSE,FALSE,Andrew Jacobs Jr.,democrat,FALSE,total,68817,119166,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,1,gen,FALSE,FALSE,John R. Whitaker,democrat,FALSE,total,43985,130825,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,2,gen,FALSE,FALSE,Eric Tabor,democrat,FALSE,total,55903,144630,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,3,gen,FALSE,FALSE,David R. Nagle,democrat,FALSE,total,83504,152920,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,4,gen,FALSE,FALSE,Neal Smith,democrat,FALSE,total,107271,156952,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,5,gen,FALSE,FALSE,Scott Hughes,democrat,FALSE,total,58552,143589,FALSE,20200424
1986,Iowa,IA,19,42,31,US House,6,gen,FALSE,FALSE,Clayton Hodgson,democrat,FALSE,total,78807,160679,FALSE,20200424
1986,Kansas,KS,20,47,32,US House,1,gen,FALSE,FALSE,Dale Lyon,democrat,FALSE,total,43359,184656,FALSE,20200424
1986,Kansas,KS,20,47,32,US House,2,gen,FALSE,FALSE,Jim Slattery,democrat,FALSE,total,110737,156766,FALSE,20200424
1986,Kansas,KS,20,47,32,US House,4,gen,FALSE,FALSE,Dan Glickman,democrat,FALSE,total,111164,172342,FALSE,20200424
1986,Kansas,KS,20,47,32,US House,5,gen,FALSE,FALSE,Kim E. Myers,democrat,FALSE,total,47540,164340,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,1,gen,FALSE,FALSE,Carroll Hubbard Jr.,democrat,FALSE,total,64315,64332,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,2,gen,FALSE,FALSE,William H. Natcher,democrat,FALSE,total,57644,57652,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,3,gen,FALSE,FALSE,Romano L. Mazzoli,democrat,FALSE,total,81943,112233,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,4,gen,FALSE,FALSE,Terry L. Mann,democrat,FALSE,total,53906,122763,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,6,gen,FALSE,FALSE,Jerry W. Hammons,democrat,FALSE,total,26315,102224,FALSE,20200424
1986,Kentucky,KY,21,61,51,US House,7,gen,FALSE,FALSE,Carl C. Perkins,democrat,FALSE,total,90619,113828,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,2,gen,FALSE,FALSE,"Lindy """"Mrs. Hale"""" Boggs",democrat,FALSE,total,1,1,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,3,gen,FALSE,FALSE,W. J. (Billy) Tauzin,democrat,FALSE,total,1,1,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,4,gen,FALSE,FALSE,Buddy Roemer III,democrat,FALSE,total,1,1,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,5,gen,FALSE,FALSE,Jerry Huckaby,democrat,FALSE,total,1,1,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,7,gen,FALSE,FALSE,Margaret Lowenthal,democrat,FALSE,total,82293,191498,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,7,gen,FALSE,FALSE,"James A. """"Jimmy"""" Hayes",democrat,FALSE,total,109205,191498,FALSE,20200424
1986,Louisiana,LA,22,72,45,US House,8,gen,FALSE,FALSE,Faye Williams,democrat,FALSE,total,96864,199140,FALSE,20200424
1986,Maine,ME,23,11,2,US House,1,gen,FALSE,FALSE,Joseph E. Brennan,democrat,FALSE,total,121848,229233,FALSE,20200424
1986,Maine,ME,23,11,2,US House,2,gen,FALSE,FALSE,Richard R. Charette,democrat,FALSE,total,43614,192397,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,1,gen,FALSE,FALSE,Roy Dyson,democrat,FALSE,total,88113,131877,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,2,gen,FALSE,FALSE,Kathleen Kennedy Townsend,democrat,FALSE,total,68200,164946,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,3,gen,FALSE,FALSE,Benjamin L. Cardin,democrat,FALSE,total,100161,126613,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,4,gen,FALSE,FALSE,Thomas McMillen,democrat,FALSE,total,65071,129714,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,5,gen,FALSE,FALSE,Steny H. Hoyer,democrat,FALSE,total,82098,100200,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,6,gen,FALSE,FALSE,Beverly B. Byron,democrat,FALSE,total,102975,142575,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,7,gen,FALSE,FALSE,Kweisi Mfume,democrat,FALSE,total,79226,91398,FALSE,20200424
1986,Maryland,MD,24,52,52,US House,8,gen,FALSE,FALSE,Stewart Bainum Jr.,democrat,FALSE,total,82825,175742,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,1,gen,FALSE,FALSE,Robert S. Weiner,democrat,FALSE,total,32396,151960,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,2,gen,FALSE,FALSE,Edward P. Boland,democrat,FALSE,total,91033,147005,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,3,gen,FALSE,FALSE,Joseph D. Early,democrat,FALSE,total,120222,160202,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,4,gen,FALSE,FALSE,Barney Frank,democrat,FALSE,total,134387,166835,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,5,gen,FALSE,FALSE,Chester G. Atkins,democrat,FALSE,total,113690,156886,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,6,gen,FALSE,FALSE,Nicholas Mavroules,democrat,FALSE,total,131051,173704,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,7,gen,FALSE,FALSE,Edward J. Markey,democrat,FALSE,total,124183,173160,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,8,gen,FALSE,FALSE,Joseph P. Kennedy II,democrat,FALSE,total,104651,154984,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,9,gen,FALSE,FALSE,John Joseph Moakley,democrat,FALSE,total,110026,149271,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,10,gen,FALSE,FALSE,Gerry E. Studds,democrat,FALSE,total,121578,194076,FALSE,20200424
1986,Massachusetts,MA,25,14,3,US House,11,gen,FALSE,FALSE,Brian J. Donnelly,democrat,FALSE,total,114926,149193,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,1,gen,FALSE,FALSE,John Conyers Jr.,democrat,FALSE,total,94307,105784,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,2,gen,FALSE,FALSE,Dean Baker,democrat,FALSE,total,55204,134778,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,3,gen,FALSE,FALSE,Howard Wolpe,democrat,FALSE,total,78720,130400,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,4,gen,FALSE,FALSE,Dan Roche,democrat,FALSE,total,41624,113633,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,5,gen,FALSE,FALSE,Teresa S. Decker,democrat,FALSE,total,40608,141186,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,6,gen,FALSE,FALSE,Bob Carr,democrat,FALSE,total,74927,132217,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,7,gen,FALSE,FALSE,Dale E. Kildee,democrat,FALSE,total,101225,127172,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,8,gen,FALSE,FALSE,Bob Traxler,democrat,FALSE,total,97406,134101,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,9,gen,FALSE,FALSE,Richard J. Anderson,democrat,FALSE,total,49702,139693,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,10,gen,FALSE,FALSE,Don Albosta,democrat,FALSE,total,74941,153424,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,11,gen,FALSE,FALSE,Robert C. Anderson,democrat,FALSE,total,53180,145404,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,12,gen,FALSE,FALSE,David E. Bonior,democrat,FALSE,total,87643,132089,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,13,gen,FALSE,FALSE,Geo. W. Crockett Jr.,democrat,FALSE,total,76435,89746,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,14,gen,FALSE,FALSE,Dennis M. Hertel,democrat,FALSE,total,92328,126667,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,15,gen,FALSE,FALSE,William D. Ford,democrat,FALSE,total,77950,103612,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,16,gen,FALSE,FALSE,John D. Dingell,democrat,FALSE,total,101659,130636,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,17,gen,FALSE,FALSE,Sander Levin,democrat,FALSE,total,105031,137390,FALSE,20200424
1986,Michigan,MI,26,34,23,US House,18,gen,FALSE,FALSE,Gary L. Kohut,democrat,FALSE,total,39144,149244,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,1,gen,FALSE,FALSE,Timothy J. (Tim) Penny,democrat,FALSE,total,125115,172877,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,2,gen,FALSE,FALSE,Dave Johnson,democrat,FALSE,total,94048,194315,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,3,gen,FALSE,FALSE,Ray Stock,democrat,FALSE,total,54261,181729,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,4,gen,FALSE,FALSE,Bruce F. Vento,democrat,FALSE,total,112662,154635,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,5,gen,FALSE,FALSE,Martin Olav Sabo,democrat,FALSE,total,105410,144997,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,6,gen,FALSE,FALSE,Gerry Sikorski,democrat,FALSE,total,110598,168077,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,7,gen,FALSE,FALSE,Collin C. Peterson,democrat,FALSE,total,93903,189264,FALSE,20200424
1986,Minnesota,MN,27,41,33,US House,8,gen,FALSE,FALSE,James L. Oberstar,democrat,FALSE,total,135718,187045,FALSE,20200424
1986,Mississippi,MS,28,64,46,US House,1,gen,FALSE,FALSE,Jamie L. Whitten,democrat,FALSE,total,59870,90137,FALSE,20200424
1986,Mississippi,MS,28,64,46,US House,2,gen,FALSE,FALSE,Mike Espy,democrat,FALSE,total,73119,141411,FALSE,20200424
1986,Mississippi,MS,28,64,46,US House,3,gen,FALSE,FALSE,"G.V. """"Sonny"""" Montgomery",democrat,FALSE,total,80575,80575,FALSE,20200424
1986,Mississippi,MS,28,64,46,US House,4,gen,FALSE,FALSE,Wayne Dowdy,democrat,FALSE,total,85819,120009,FALSE,20200424
1986,Mississippi,MS,28,64,46,US House,5,gen,FALSE,FALSE,Larry L. Albritton,democrat,FALSE,total,16143,91431,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,1,gen,FALSE,FALSE,William (Bill) Clay,democrat,FALSE,total,91044,137643,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,2,gen,FALSE,FALSE,Robert A. Young,democrat,FALSE,total,93538,194548,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,3,gen,FALSE,FALSE,Richard A. Gephardt,democrat,FALSE,total,116403,168785,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,4,gen,FALSE,FALSE,Ike Skelton,democrat,FALSE,total,129471,129471,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,5,gen,FALSE,FALSE,Alan Wheat,democrat,FALSE,total,101030,142574,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,6,gen,FALSE,FALSE,Doug R. Hughes,democrat,FALSE,total,73155,169020,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,7,gen,FALSE,FALSE,Ken Young,democrat,FALSE,total,56291,170501,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,8,gen,FALSE,FALSE,Wayne Cryts,democrat,FALSE,total,71532,150674,FALSE,20200424
1986,Missouri,MO,29,43,34,US House,9,gen,FALSE,FALSE,Harold L. Volkmer,democrat,FALSE,total,95939,166911,FALSE,20200424
1986,Montana,MT,30,81,64,US House,1,gen,FALSE,FALSE,Pat Williams,democrat,FALSE,total,98501,159731,FALSE,20200424
1986,Montana,MT,30,81,64,US House,2,gen,FALSE,FALSE,Buck O'Brien,democrat,FALSE,total,73583,158131,FALSE,20200424
1986,Nebraska,NE,31,46,35,US House,1,gen,FALSE,FALSE,Steve Burns,democrat,FALSE,total,67137,188986,FALSE,20200424
1986,Nebraska,NE,31,46,35,US House,2,gen,FALSE,FALSE,Walter M. Calinger,democrat,FALSE,total,70372,170267,FALSE,20200424
1986,Nebraska,NE,31,46,35,US House,3,gen,FALSE,FALSE,Scott E. Sidwell,democrat,FALSE,total,59182,196184,FALSE,20200424
1986,Nevada,NV,32,88,65,US House,1,gen,FALSE,FALSE,James H. Bilbray,democrat,FALSE,total,61830,114317,FALSE,20200424
1986,Nevada,NV,32,88,65,US House,2,gen,FALSE,FALSE,Pete Sferrazza,democrat,FALSE,total,59433,142912,FALSE,20200424
1986,New Hampshire,NH,33,12,4,US House,1,gen,FALSE,FALSE,James M. Demers,democrat,FALSE,total,54787,125547,FALSE,20200424
1986,New Hampshire,NH,33,12,4,US House,2,gen,FALSE,FALSE,Lawrence Craig-Green,democrat,FALSE,total,29688,115200,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,1,gen,FALSE,FALSE,James J. Florio,democrat,FALSE,total,93497,123601,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,2,gen,FALSE,FALSE,William J. Hughes,democrat,FALSE,total,83821,122800,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,3,gen,FALSE,FALSE,James J. Howard,democrat,FALSE,total,73743,125625,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,4,gen,FALSE,FALSE,Jeffrey Laurenti,democrat,FALSE,total,49290,128778,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,5,gen,FALSE,FALSE,H. Vernon Jolley,democrat,FALSE,total,40449,126398,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,6,gen,FALSE,FALSE,Bernard J. Dwyer,democrat,FALSE,total,67460,97769,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,7,gen,FALSE,FALSE,June S. Fischer,democrat,FALSE,total,24462,116716,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,8,gen,FALSE,FALSE,Robert A. Roe,democrat,FALSE,total,57820,92089,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,9,gen,FALSE,FALSE,Robert G. Torricelli,democrat,FALSE,total,89634,129860,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,10,gen,FALSE,FALSE,Peter W. Rodino Jr.,democrat,FALSE,total,46666,48643,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,11,gen,FALSE,FALSE,Frank Askin,democrat,FALSE,total,35280,110317,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,12,gen,FALSE,FALSE,David B. Crabiel,democrat,FALSE,total,41967,114933,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,13,gen,FALSE,FALSE,John Wydra,democrat,FALSE,total,43920,126786,FALSE,20200424
1986,New Jersey,NJ,34,22,12,US House,14,gen,FALSE,FALSE,Frank J. Guarini,democrat,FALSE,total,63057,89229,FALSE,20200424
1986,New Mexico,NM,35,85,66,US House,1,gen,FALSE,FALSE,Manny Garcia,democrat,FALSE,total,37138,127632,FALSE,20200424
1986,New Mexico,NM,35,85,66,US House,2,gen,FALSE,FALSE,Mike Runnels,democrat,FALSE,total,45924,123711,FALSE,20200424
1986,New Mexico,NM,35,85,66,US House,3,gen,FALSE,FALSE,Bill Richardson,democrat,FALSE,total,95760,134312,FALSE,20200424
1986,New York,NY,36,21,13,US House,1,gen,FALSE,FALSE,George J. Hochbrueckner,democrat,FALSE,total,64217,131031,FALSE,20200424
1986,New York,NY,36,21,13,US House,2,gen,FALSE,FALSE,Thomas J. Downey,democrat,FALSE,total,66443,108554,FALSE,20200424
1986,New York,NY,36,21,13,US House,3,gen,FALSE,FALSE,Robert J. Mrazek,democrat,FALSE,total,83985,148792,FALSE,20200424
1986,New York,NY,36,21,13,US House,4,gen,FALSE,FALSE,Patricia Sullivan,democrat,FALSE,total,41117,142288,FALSE,20200424
1986,New York,NY,36,21,13,US House,5,gen,FALSE,FALSE,Michael T. Sullivan,democrat,FALSE,total,41456,143201,FALSE,20200424
1986,New York,NY,36,21,13,US House,6,gen,FALSE,FALSE,Floyd H. Flake,democrat,FALSE,total,58317,86090,FALSE,20200424
1986,New York,NY,36,21,13,US House,7,gen,FALSE,FALSE,Gary L. Ackerman,democrat,FALSE,total,62836,81220,FALSE,20200424
1986,New York,NY,36,21,13,US House,8,gen,FALSE,FALSE,James H. Scheuer,democrat,FALSE,total,66605,78284,FALSE,20200424
1986,New York,NY,36,21,13,US House,9,gen,FALSE,FALSE,Thomas J. Manton,democrat,FALSE,total,50738,73126,FALSE,20200424
1986,New York,NY,36,21,13,US House,10,gen,FALSE,FALSE,Charles E. Schumer,democrat,FALSE,total,71997,81790,FALSE,20200424
1986,New York,NY,36,21,13,US House,11,gen,FALSE,FALSE,Edolphus Towns,democrat,FALSE,total,36199,46616,FALSE,20200424
1986,New York,NY,36,21,13,US House,12,gen,FALSE,FALSE,Major R. Owens,democrat,FALSE,total,37695,46058,FALSE,20200424
1986,New York,NY,36,21,13,US House,13,gen,FALSE,FALSE,Stephen J. Solarz,democrat,FALSE,total,57704,74136,FALSE,20200424
1986,New York,NY,36,21,13,US House,14,gen,FALSE,FALSE,Barbara Walla,democrat,FALSE,total,27950,93972,FALSE,20200424
1986,New York,NY,36,21,13,US House,15,gen,FALSE,FALSE,George A. Hirsch,democrat,FALSE,total,38436,100361,FALSE,20200424
1986,New York,NY,36,21,13,US House,16,gen,FALSE,FALSE,Charles B. Rangel,democrat,FALSE,total,52521,63545,FALSE,20200424
1986,New York,NY,36,21,13,US House,17,gen,FALSE,FALSE,Ted Weiss,democrat,FALSE,total,86653,111262,FALSE,20200424
1986,New York,NY,36,21,13,US House,18,gen,FALSE,FALSE,Robert Garcia,democrat,FALSE,total,39833,46353,FALSE,20200424
1986,New York,NY,36,21,13,US House,19,gen,FALSE,FALSE,Mario Biaggi,democrat,FALSE,total,54274,97349,FALSE,20200424
1986,New York,NY,36,21,13,US House,20,gen,FALSE,FALSE,Bella S. Abzug,democrat,FALSE,total,66359,148920,FALSE,20200424
1986,New York,NY,36,21,13,US House,21,gen,FALSE,FALSE,Lawrence W. Grunberger,democrat,FALSE,total,28339,133397,FALSE,20200424
1986,New York,NY,36,21,13,US House,22,gen,FALSE,FALSE,Eleanor F. Burlingham,democrat,FALSE,total,36852,135656,FALSE,20200424
1986,New York,NY,36,21,13,US House,23,gen,FALSE,FALSE,Samuel S. Stratton,democrat,FALSE,total,140759,146038,FALSE,20200424
1986,New York,NY,36,21,13,US House,24,gen,FALSE,FALSE,Ed Bloch,democrat,FALSE,total,49225,166510,FALSE,20200424
1986,New York,NY,36,21,13,US House,25,gen,FALSE,FALSE,Kevin J. Conway,democrat,FALSE,total,33864,151079,FALSE,20200424
1986,New York,NY,36,21,13,US House,27,gen,FALSE,FALSE,Rosemary S. Pooler,democrat,FALSE,total,81133,168026,FALSE,20200424
1986,New York,NY,36,21,13,US House,28,gen,FALSE,FALSE,Matt McHugh,democrat,FALSE,total,103908,152121,FALSE,20200424
1986,New York,NY,36,21,13,US House,29,gen,FALSE,FALSE,James R. Vogel,democrat,FALSE,total,34194,141008,FALSE,20200424
1986,New York,NY,36,21,13,US House,30,gen,FALSE,FALSE,Louisse M. Slaughter,democrat,FALSE,total,86777,170179,FALSE,20200424
1986,New York,NY,36,21,13,US House,31,gen,FALSE,FALSE,James P. Keane,democrat,FALSE,total,66956,160995,FALSE,20200424
1986,New York,NY,36,21,13,US House,32,gen,FALSE,FALSE,John J. LaFalce,democrat,FALSE,total,94798,109657,FALSE,20200424
1986,New York,NY,36,21,13,US House,33,gen,FALSE,FALSE,Henry J. Nowak,democrat,FALSE,total,104028,128403,FALSE,20200424
1986,New York,NY,36,21,13,US House,34,gen,FALSE,FALSE,Larry M. Himelein,democrat,FALSE,total,56898,142754,FALSE,20200424
1986,North Carolina,NC,37,56,47,US House,1,gen,FALSE,FALSE,Walter B. Jones,democrat,FALSE,total,91122,131034,FALSE,20200424
1986,North Carolina,NC,37,56,47,US House,2,gen,FALSE,FALSE,I. T. (Tim) Valentine Jr.,democrat,FALSE,total,95320,127835,FALSE,20200424
